Sent.ID	Tree.Address	Author	Vb.Afun	Vb.pos	Sb.pos	Pnom.pos	Pnom.lemma	Sb.rank	Pnom.rank	Order	Length.subtree	Predication.Type	IsValid	Note	Century
a-tlg0016.tlg001-1.203-s6915-w0	Herodotus_Book1.tb.a.gz##1459.0	Herodotus	Obj	v--pna---	n-s---fa-	a-s---fa-	ἐμφανής	1	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.83-s6033-w0	Herodotus_Book1.tb.a.gz##577.0	Herodotus	Adv	v-pppafg-	n-p---fg-	a-p---fg-	ἑτοῖμος	6	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.196-s6862-w0	Herodotus_Book1.tb.a.gz##1406.0	Herodotus	Pred	v3siia---	n-s---mn-	a-s---mn-	καλός	5	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.50-s5782-w0	Herodotus_Book1.tb.a.gz##326.0	Herodotus	Pred	v3spia---	p-p---nn-	n-p---nn-	ἡμιπλίνθιον	20	21	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.129.3-s6408-w0	Herodotus_Book1.tb.a.gz##952.0	Herodotus	Obj	v--pna---	v--ana---	a-s---nac-----	δίκαιος	20	16	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.134.1-s6442-w0	Herodotus_Book1.tb.a.gz##986.0	Herodotus	Adv	v3spsa---	a-s---mn-	a-s---mnc	ἀγεννής	5	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.1-s6171-w0	Herodotus_Book1.tb.a.gz##715.0	Herodotus	Obj	v--pna---	p-s---ma-	n-s---ma-	βασιλεύς	22	24	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.166-s6631-w0	Herodotus_Book1.tb.a.gz##1175.0	Herodotus	Pred	v3piia---	v-pppafn-	a-p---fn-	ἄχρηστος	13	15	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.93.2-s6134-w0	Herodotus_Book1.tb.a.gz##678.0	Herodotus	Atr	v3spia---	n-s---fn-	n-p---mg-	λίθος	11	14	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.125.4-s6383-w0	Herodotus_Book1.tb.a.gz##927.0	Herodotus	Pred	v3ppia---	p-p---mn-	n-p---mn-	ἀροτήρ	1	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.199-s6891-w0	Herodotus_Book1.tb.a.gz##1435.0	Herodotus	Sb	v3ppia---	a-p---fn-	v-prpefn-	ἐφάπτω	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.72-s5944-w0	Herodotus_Book1.tb.a.gz##488.0	Herodotus	Pred	v3piia---	n-p---mn-	a-p---mn-	κατήκους	4	13	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.203-s6910-w0	Herodotus_Book1.tb.a.gz##1454.0	Herodotus	Pred	v3spia---	n-s---fn-	p-s---fn-	ἑτέρος	3	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.132.3-s6426-w0	Herodotus_Book1.tb.a.gz##970.0	Herodotus	Obj	v--pna---	a-s---fa-	n-s---fa-	ἐπῳδή	10	16	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.146.1-s6510-w0	Herodotus_Book1.tb.a.gz##1054.0	Herodotus	Adv	---------	v--pna---	n-s---fn-	μωρία	29	27	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.181-s6740-w0	Herodotus_Book1.tb.a.gz##1284.0	Herodotus	Pred	---------	n-s---nn-	v-srpenn-	ἐνιδρύω	1	7	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.110.1-s6239-w0	Herodotus_Book1.tb.a.gz##783.0	Herodotus	Pred	v3siia---	n-s---mn-	n-s---nn-	ὄνομα	4	2	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.32-s5677-w0	Herodotus_Book1.tb.a.gz##221.0	Herodotus	Pred	v3spia---	v--ana---	a-s---nn-	ἀδύνατος	6	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.110.2-s6242-w0	Herodotus_Book1.tb.a.gz##786.0	Herodotus	Pred	v3spia---	n-s---fn-	a-s---fn-	ἄπεδος	23	26	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.176-s6699-w0	Herodotus_Book1.tb.a.gz##1243.0	Herodotus	Pred	v3ppia---	a-p---mn-	n-p---mn-	ἔπηλυς	9	16	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.114.4-s6280-w0	Herodotus_Book1.tb.a.gz##824.0	Herodotus	Pred	v3siia---	p-s---nn-	n-s---nn-	ὄνομα	40	41	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.145-s6508-w0	Herodotus_Book1.tb.a.gz##1052.0	Herodotus	Adv	v3siia---	n-p---nn-	a--------	δυώδεκα	27	24	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.199-s6887-w0	Herodotus_Book1.tb.a.gz##1431.0	Herodotus	Pred	v3spia---	n-p---fa-	p-s---fd-	ἕ	4	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.205-s6920-w0	Herodotus_Book1.tb.a.gz##1464.0	Herodotus	Pred	v3siia---	n-s---fn-	n-s---fn-	βασίλεια	6	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.31-s5657-w0	Herodotus_Book1.tb.a.gz##201.0	Herodotus	Obj	v3spia---	p-s---nn-	a-s---nn-	ἄριστος	34	37	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.96.1-s6158-w0	Herodotus_Book1.tb.a.gz##702.0	Herodotus	Adv	v-pppamg-	a-p---mg-	a-p---mg-	αὐτόνομος	4	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.29-s5633-w0	Herodotus_Book1.tb.a.gz##177.0	Herodotus	Pred	v3piia---	n-p---mn-	a-p---mn-	οἷος	9	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.163-s6612-w0	Herodotus_Book1.tb.a.gz##1156.0	Herodotus	Pred	v3ppia---	n-p---mn-	n-s---fn-	περίοδος	10	5	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.182-s6744-w0	Herodotus_Book1.tb.a.gz##1288.0	Herodotus	Pred	v3spia---	n-s---nn-	d--------	αὐτόθι	6	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.68-s5910-w0	Herodotus_Book1.tb.a.gz##454.0	Herodotus	Obj	v--pna---	p-s---ma-	n-s---ma-	Ὀρέστης	21	17	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.87.4-s6074-w0	Herodotus_Book1.tb.a.gz##618.0	Herodotus	Pred	v3spia---	p-s---mn-	a-s---mn-	ἀνόητος	1	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.137.2-s6461-w0	Herodotus_Book1.tb.a.gz##1005.0	Herodotus	Obj	v--pna---	v--pna---	v-srpana-	ἔοικα	16	5	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.142.1-s6488-w0	Herodotus_Book1.tb.a.gz##1032.0	Herodotus	Atr	v3spia---	n-s---nn-	p-p---mg-	ὅς	9	6	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.199-s6873-w0	Herodotus_Book1.tb.a.gz##1417.0	Herodotus	Pred	v3spia---	p-s---mn-	a-s---mn-	αἰσχρός	10	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.52-s5796-w0	Herodotus_Book1.tb.a.gz##340.0	Herodotus	Atr	v-sppana-	n-s---na-	a-s---na-	χρύσεος	33	38	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.170-s6651-w0	Herodotus_Book1.tb.a.gz##1195.0	Herodotus	ExD	v--pna---	---------	a-s---nn-	μέσος	65	45	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.57-s5816-w0	Herodotus_Book1.tb.a.gz##360.0	Herodotus	Atr	v3piia---	p-p---mn-	a-p---mn-	ὅμορος	19	20	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.70-s5926-w0	Herodotus_Book1.tb.a.gz##470.0	Herodotus	Pred	v3piia---	p-p---mn-	a-p---mn-	ἑτοῖμος	4	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.46-s5761-w0	Herodotus_Book1.tb.a.gz##305.0	Herodotus	Pred	---------	p-p---nn-	n-p---nn-	μαντεῖον	1	6	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.103.1-s6198-w0	Herodotus_Book1.tb.a.gz##742.0	Herodotus	Pred	v3siia---	a-p---nn-	d--------	ἀναμίξ	6	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.10-s5523-w0	Herodotus_Book1.tb.a.gz##67.0	Herodotus	Pred	v3siia---	l-s---mn-	a-s---mn-	ἑτοῖμος	1	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.23-s5596-w0	Herodotus_Book1.tb.a.gz##140.0	Herodotus	Pred	v3siia---	n-s---mn-	n-s---mn-	παῖς	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.71-s5942-w0	Herodotus_Book1.tb.a.gz##486.0	Herodotus	Pred	v3siia---	p-s---nn-	n-p---md-	Πέρσης	13	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.143.2-s6500-w0	Herodotus_Book1.tb.a.gz##1044.0	Herodotus	Pred	v3siia---	n-s---nn-	a-s---nn-	λόγιμος	9	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.88.1-s6078-w0	Herodotus_Book1.tb.a.gz##622.0	Herodotus	Pred	v3siia---	l-s---mn-	a-s---mn-	ἥσυχος	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.99.1-s6185-w0	Herodotus_Book1.tb.a.gz##729.0	Herodotus	Pred	v3spia---	n-s---mn-	v-sapmmn-	καθίστημι	6	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.101-s6193-w0	Herodotus_Book1.tb.a.gz##737.0	Herodotus	Pred	v3spia---	n-p---nn-	p-p---nn-	τοσόσδε	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.105.3-s6210-w0	Herodotus_Book1.tb.a.gz##754.0	Herodotus	Atr	---------	a-p---nn-	n-s---fg-	θεός	15	18	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.149.1-s6526-w0	Herodotus_Book1.tb.a.gz##1070.0	Herodotus	Pred	v3piia---	p-p---fn-	x--------	δυώδεκα	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.158-s6578-w0	Herodotus_Book1.tb.a.gz##1122.0	Herodotus	Atr	v3siia---	n-s---mn-	p-p---mg-	ὅς	46	44	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.5-s6181-w0	Herodotus_Book1.tb.a.gz##725.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	σανδαράκινος	36	27	P-Sb	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.7-s5504-w0	Herodotus_Book1.tb.a.gz##48.0	Herodotus	Pred	v3piia---	v-papamn-	a-p---mn-	ἀπόγονος	5	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.30-s5644-w0	Herodotus_Book1.tb.a.gz##188.0	Herodotus	Obj	v--pna---	n-s---ma-	a-s---mas	ὄλβιος	4	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.134.1-s6439-w0	Herodotus_Book1.tb.a.gz##983.0	Herodotus	Obj	v3ppia---	v-pppamn-	a-p---mn-	ὁμοῖος	16	13	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.5-s5494-w0	Herodotus_Book1.tb.a.gz##38.0	Herodotus	Pred	v3siia---	v3siia---	a-p---nn-	σμικρός	5	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.199-s6885-w0	Herodotus_Book1.tb.a.gz##1429.0	Herodotus	Pred	v3spia---	n-s---nn-	a-s---nn-	ὅσος	3	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.193-s6822-w0	Herodotus_Book1.tb.a.gz##1366.0	Herodotus	Pred	v3spia---	p-s---fn-	a-s---fn-	ἄριστος	4	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.178-s6711-w0	Herodotus_Book1.tb.a.gz##1255.0	Herodotus	Pred	v3spia---	n-s---mn-	a-s---mnc-----	μέγας	4	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.157-s6574-w0	Herodotus_Book1.tb.a.gz##1118.0	Herodotus	Pred	v3spia---	n-s---mn-	n-s---fg-	Μιλήσιη	3	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.145-s6509-w0	Herodotus_Book1.tb.a.gz##1053.0	Herodotus	Pred	v3spia---	a-p---nn-	n-p---nn-	μέρος	1	3	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.180-s6731-w0	Herodotus_Book1.tb.a.gz##1275.0	Herodotus	Atr	---------	n-p---fn-	a-p---fn-	ὅσος	19	16	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.60-s5841-w0	Herodotus_Book1.tb.a.gz##385.0	Herodotus	Atr	v3siia---	n-s---nn-	n-s---fn-	Θύη	9	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.8-s5506-w0	Herodotus_Book1.tb.a.gz##50.0	Herodotus	Obj	v--pna---	n-s---fa-	a-s---fa-	καλός	16	19	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.8-s5509-w0	Herodotus_Book1.tb.a.gz##53.0	Herodotus	Sb	v-pppana-	n-p---na-	a-p---nac-----	ἄπιστος	16	21	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.72-s5945-w0	Herodotus_Book1.tb.a.gz##489.0	Herodotus	Pred	v3siia---	n-s---mn-	n-s---mn-	ὅρος	14	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.4-s5482-w0	Herodotus_Book1.tb.a.gz##26.0	Herodotus	Obj	v--pna---	v--pna---	a-p---mg-	σώφρων	24	26	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.12-s5543-w0	Herodotus_Book1.tb.a.gz##87.0	Herodotus	Pred	v3siia---	n-s---fn-	p-s---md-	ἕ	19	17	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.84.2-s6037-w0	Herodotus_Book1.tb.a.gz##581.0	Herodotus	Atr	v3siia---	n-s---nn-	n-s---mn-	Ὑροιάδης	21	23	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.171-s6659-w0	Herodotus_Book1.tb.a.gz##1203.0	Herodotus	Pred	v3ppia---	n-p---mn-	v-papamn-	καταδείκνυμι	8	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.149.1-s6523-w0	Herodotus_Book1.tb.a.gz##1067.0	Herodotus	Pred	v3ppia---	p-p---fn-	n-p---fn-	πόλις	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.91.5-s6117-w0	Herodotus_Book1.tb.a.gz##661.0	Herodotus	Pred	v3siia---	n-s---mn-	n-s---mn-	ἡμίονος	5	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.186-s6771-w0	Herodotus_Book1.tb.a.gz##1315.0	Herodotus	Adv	v3piia---	n-p---mn-	a-p---mn-	ἑτοῖμος	10	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.209-s6957-w0	Herodotus_Book1.tb.a.gz##1501.0	Herodotus	Pred	v3siia---	n-s---mn-	a-s---mn-	πρέσβυς	11	12	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.53-s5798-w0	Herodotus_Book1.tb.a.gz##342.0	Herodotus	Obj	v--pna---	n-p---na-	a-p---na-	μόνος	59	61	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.165-s6621-w0	Herodotus_Book1.tb.a.gz##1165.0	Herodotus	Atr	v3siia---	n-s---fn-	n-s---nn-	ὄνομα	17	15	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.211-s6974-w0	Herodotus_Book1.tb.a.gz##1518.0	Herodotus	Atr	v3siia---	n-p---ma-	n-s---nn-	ὄνομα	29	27	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.77-s5985-w0	Herodotus_Book1.tb.a.gz##529.0	Herodotus	Pred	v3siia---	n-s---mn-	a-s---mnc-----	ἐλάσσων	16	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.96.2-s6162-w0	Herodotus_Book1.tb.a.gz##706.0	Herodotus	Obj	v3spia---	a-s---nn-	a-s---nn-	πολέμιος	18	19	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.71-s5934-w0	Herodotus_Book1.tb.a.gz##478.0	Herodotus	Pred	v3siia---	n-s---mn-	n-s---nn-	ὄνομα	4	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.149.1-s6524-w0	Herodotus_Book1.tb.a.gz##1068.0	Herodotus	Pred	v3ppia---	n-p---fn-	p-p---fn-	οὗτος	4	1	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.155-s6562-w0	Herodotus_Book1.tb.a.gz##1106.0	Herodotus	Pred	v3spia---	n-s---fg-	v-sppamn-	ἀδικέω	5	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.84.3-s6040-w0	Herodotus_Book1.tb.a.gz##584.0	Herodotus	Obj	v3pfia--------	n-p---fn-	a-p---fn-	ἀνάλωτος	28	29	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.132.3-s6427-w0	Herodotus_Book1.tb.a.gz##971.0	Herodotus	Pred	v3spia---	v--pne---	n-s---mn-	νόμος	10	7	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.91.4-s6115-w0	Herodotus_Book1.tb.a.gz##659.0	Herodotus	Obj	v--pna---	p-s---ma-	a-s---ma-	αἴτιος	8	9	Sb-P	subtree	#Reconstructed	0	annotation error	5th
a-tlg0016.tlg001-1.32-s5671-w0	Herodotus_Book1.tb.a.gz##215.0	Herodotus	Pred	v3ppia---	a-p---mn-	a-p---mn-	ἄνολβος	4	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.143.1-s6498-w0	Herodotus_Book1.tb.a.gz##1042.0	Herodotus	Pred	v3piia---	n-p---mn-	a-p---mn-	κατήκους	3	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.86.2-s6058-w0	Herodotus_Book1.tb.a.gz##602.0	Herodotus	Obj	v--pna---	n-s---ma-	a-p---nn-	θεοσεβής	45	47	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.1-s5457-w0	Herodotus_Book1.tb.a.gz##1.0	Herodotus	Pred	v3spia---	p-s---fn-	n-s---fn-	ἀπόδειξις	5	4	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.7-s5503-w0	Herodotus_Book1.tb.a.gz##47.0	Herodotus	Pred	---------	n-p---ma-	a-s---mn-	ὕστερος	16	20	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.32-s5679-w0	Herodotus_Book1.tb.a.gz##223.0	Herodotus	Pred	v3spia---	n-s---nn-	a-s---nn-	αὐτάρκης	5	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.171-s6659-w0	Herodotus_Book1.tb.a.gz##1203.0	Herodotus	Pred	v3ppia---	p-p---mn-	v-papmmn-	ποιέω	23	26	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.79-s5996-w0	Herodotus_Book1.tb.a.gz##540.0	Herodotus	Obj	v--pna---	n-s---na-	v--pna---	ἐλαύνω	26	29	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.86.3-s6060-w0	Herodotus_Book1.tb.a.gz##604.0	Herodotus	Sb	v--pna---	p-s---ma-	a-s---ma-	ὄλβιος	27	31	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.147.1-s6514-w0	Herodotus_Book1.tb.a.gz##1058.0	Herodotus	Pred	v3siia---	p-p---nn-	v-pppenn-	γίγνομαι	1	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.5-s6179-w0	Herodotus_Book1.tb.a.gz##723.0	Herodotus	Adv	v-pppamg-	n-p---mg-	a---------	ἑπτά	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.104.1-s6203-w0	Herodotus_Book1.tb.a.gz##747.0	Herodotus	Pred	v3spia---	n-s---fn-	n-p---fg-	ἡμέρα	17	15	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.147.1-s6516-w0	Herodotus_Book1.tb.a.gz##1060.0	Herodotus	Pred	v3ppma---	v-prpamn-	n-p---mn-	Ἴωνες	17	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.134.1-s6441-w0	Herodotus_Book1.tb.a.gz##985.0	Herodotus	Adv	v3spsa---	a-s---mn-	a-s---mnc	ὑποδεής	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.34-s5685-w0	Herodotus_Book1.tb.a.gz##229.0	Herodotus	Obj	v--pna---	p-s---ma-	a-s---mas	ὄλβιος	17	21	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.34-s5687-w0	Herodotus_Book1.tb.a.gz##231.0	Herodotus	Pred	v3piia---	n-p---mn-	n-s---md-	Κροῖσος	6	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.114.1-s6275-w0	Herodotus_Book1.tb.a.gz##819.0	Herodotus	Adv	v3siia---	n-s---mn-	a-p---ma-	δεκαετής	6	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.129.2-s6406-w0	Herodotus_Book1.tb.a.gz##950.0	Herodotus	Obj	v--pna---	n-s---nn-	p-s---mg-	ἑαυτοῦ	10	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.90.4-s6104-w0	Herodotus_Book1.tb.a.gz##648.0	Herodotus	Pnom	v--pna---	n-p---md-	a-p---md-	ἀχάριστος	12	7	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.5-s5494-w0	Herodotus_Book1.tb.a.gz##38.0	Herodotus	Sb	v3siia---	p-p---nn-	a-d---fn-	μέγας	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.31-s5651-w0	Herodotus_Book1.tb.a.gz##195.0	Herodotus	Pred	v3piia---	a-p---mn-	a-p---mn-	ἀθλοφόρος	3	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.216-s7010-w0	Herodotus_Book1.tb.a.gz##1554.0	Herodotus	Pred	v3spia---	p-s---mn-	n-s---mn-	νόος	3	1	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.171-s6657-w0	Herodotus_Book1.tb.a.gz##1201.0	Herodotus	Pred	v3siia---	n-s---nn-	a-s---nns-----	λόγιμος	16	17	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.185-s6765-w0	Herodotus_Book1.tb.a.gz##1309.0	Herodotus	Adv	v3ppsa---	n-p---mn-	a-p---mn-	σκολιός	29	31	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.126.5-s6392-w0	Herodotus_Book1.tb.a.gz##936.0	Herodotus	Pred	v3ppia---	n-p---mn-	p-p---md-	σύ	25	24	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.179-s6721-w0	Herodotus_Book1.tb.a.gz##1265.0	Herodotus	Pred	v3spia---	n-s---fn-	n-s---nn-	ὄνομα	1	6	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.2-s5470-w0	Herodotus_Book1.tb.a.gz##14.0	Herodotus	Pred	v3ppoa---	p-p---mn-	n-p---mn-	Κρής	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.194-s6840-w0	Herodotus_Book1.tb.a.gz##1384.0	Herodotus	Pred	v3spia---	v--pna---	a-p---nn-	οἷος	10	7	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.123.2-s6358-w0	Herodotus_Book1.tb.a.gz##902.0	Herodotus	Adv	v-sppamg-	n-s---mg-	a-s---mg-	πικρός	3	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.89.2-s6090-w0	Herodotus_Book1.tb.a.gz##634.0	Herodotus	Pred	---------	p-p---nn-	a-p---nn-	ἐπίδοξος	12	16	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.34-s5688-w0	Herodotus_Book1.tb.a.gz##232.0	Herodotus	Pred	v3siia---	n-p---ma-	n-s---nn-	ὄνομα	5	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.170-s6651-w0	Herodotus_Book1.tb.a.gz##1195.0	Herodotus	Pred	v3siia---	n-s---fn-	v-sapmfn-	γίγνομαι	6	10	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.57-s5818-w0	Herodotus_Book1.tb.a.gz##362.0	Herodotus	Adv	v3siia---	a-s---nn-	p-s---nn-	τοιοῦτος	8	6	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.179-s6719-w0	Herodotus_Book1.tb.a.gz##1263.0	Herodotus	Pred	v3spia---	n-s---fn-	n-s---nn-	ὄνομα	1	2	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.13-s5546-w0	Herodotus_Book1.tb.a.gz##90.0	Herodotus	Obj	v--pna---	p3s---ma-	n-s---ma-	βασιλεύς	34	35	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.175-s6695-w0	Herodotus_Book1.tb.a.gz##1239.0	Herodotus	Atr	v3spia---	n-s---nn-	n-s---fn-	Λίδη	19	21	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.136.1-s6454-w0	Herodotus_Book1.tb.a.gz##998.0	Herodotus	Obj	v--pna---	a-s---na-	a-s---na-	ἰσχυρός	2	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.151-s6533-w0	Herodotus_Book1.tb.a.gz##1077.0	Herodotus	Pred	v3ppia---	n-p---fn-	p-p---fn-	οὗτος	7	1	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.11-s5542-w0	Herodotus_Book1.tb.a.gz##86.0	Herodotus	Obj	v3sfim---	n-s---fn-	v-sppemd-	ὑπνόω	24	21	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.138.1-s6463-w0	Herodotus_Book1.tb.a.gz##1007.0	Herodotus	Obj	v--pna---	v--pna---	a-s---fa-	ἀναγκαῖος	30	22	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.6-s6182-w0	Herodotus_Book1.tb.a.gz##726.0	Herodotus	Pred	v3ppia---	n-p---mn-	v-prpemn-	ἀνθίζω	6	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.7-s5505-w0	Herodotus_Book1.tb.a.gz##49.0	Herodotus	Pred	---------	n-s---mn-	v-sppemn-	ἐκδέχομαι	35	38	Sb-P	subtree	#Reconstructed	0 annotation error		5th
