Sent.ID	Tree.Address	Author	Vb.Afun	Vb.pos	Sb.pos	Pnom.pos	Pnom.lemma	Sb.rank	Pnom.rank	Order	Length.subtree	Predication.Type	IsValid	Note	Century
a-tlg0543.tlg001-1.57-s12907-w0	Polybius_Book1.tb.a.gz##656.0	Polybius	Pred	v3siia---	n-s---nn-	a-s---nn-	βραχύς	22	25	Sb-P	subtree	#Reconstructed	0	coordination problem and gapping	2nd
a-tlg0543.tlg001-10.48.3-s29111-w0	Polybius_Book10.tb.a.gz##500.0	Polybius	Pred	v3spia---	l-s---mn-	a-s---mn-	ἐπιεικής	10	12	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-1.34-s12656-w0	Polybius_Book1.tb.a.gz##405.0	Polybius	Adv	v-pppafg-	n-p---fg-	a-p---fg-	πεδινός	5	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.43.8-s29043-w0	Polybius_Book10.tb.a.gz##432.0	Polybius	Atr	v3spia---	v--pna---	a-s---nn-	ἀδύνατος	30	32	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.42.8-s26507-w0	Polybius_Book9.tb.a.gz##428.0	Polybius	Adv	v3spia---	p-s---nn-	n-s---nn-	ἔθος	30	33	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.4-s12286-w0	Polybius_Book1.tb.a.gz##35.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	δυνατός	16	9	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.2.5-s28625-w0	Polybius_Book10.tb.a.gz##14.0	Polybius	Sb	v--pna---	l-s---na-	a-s---na-	μακαριστός	46	48	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.44.13-s29060-w0	Polybius_Book10.tb.a.gz##449.0	Polybius	Pred	v3sfim---	p-s---nn-	v-sppenn-	δηλέομαι	3	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.4-s12283-w0	Polybius_Book1.tb.a.gz##32.0	Polybius	Pred	v3spia---	p-s---nn-	v-srpann-	εἰκός	1	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.22-s12495-w0	Polybius_Book1.tb.a.gz##244.0	Polybius	Pred	v3siia---	n-s---nn-	a-s---nn-	παραμήκης	3	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.30-s12604-w0	Polybius_Book1.tb.a.gz##353.0	Polybius	Obj	v-sppafa-	n-s---fa-	a-s---fac	χρόνιος	8	9	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.67-s13011-w0	Polybius_Book1.tb.a.gz##760.0	Polybius	Pred	v3siia---	a-p---nn-	a-p---nn-	πλήρης	9	10	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.20.6-s28813-w0	Polybius_Book10.tb.a.gz##202.0	Polybius	Obj	v--pna---	n-s---fa-	n-s---na-	ἐργαστήριον	66	67	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.37.6-s28973-w0	Polybius_Book10.tb.a.gz##362.0	Polybius	Pred	v3siia---	n-s---mn-	v-sappmn-	διανοέω	1	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.42-s12747-w0	Polybius_Book1.tb.a.gz##496.0	Polybius	Adv	v3spia---	p-s---fn-	n-s---fn-	νῆσος	42	44	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-9.33.1-s26393-w0	Polybius_Book9.tb.a.gz##314.0	Polybius	Sb	v--pna---	v--anm---	a-s---na-	ἀναγκαῖος	20	11	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.51-s12842-w0	Polybius_Book1.tb.a.gz##591.0	Polybius	Pred	v3siia---	n-s---mn-	a-s---mn-	ἰσόρροπος	8	5	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.15-s12406-w0	Polybius_Book1.tb.a.gz##155.0	Polybius	Obj	v--pna---	v--pna---	n-s---fn-	ἀνάγκη	3	2	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.13.1-s26190-w0	Polybius_Book9.tb.a.gz##111.0	Polybius	Pred	v3spia---	a-p---nn-	a-p---nn-	ἱκανός	7	6	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.28-s12578-w0	Polybius_Book1.tb.a.gz##327.0	Polybius	Sb	v--pna---	n-s---ma-	a-s---ma-	ἐφάμιλλος	18	13	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.26.9-s28855-w0	Polybius_Book10.tb.a.gz##244.0	Polybius	Obj	v--pna---	p-s---fa-	a-s---fac	οἰκεῖος	39	40	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.10.7-s28688-w0	Polybius_Book10.tb.a.gz##77.0	Polybius	Pred	v3spia---	n-s---fn-	a-s---fn-	μεσόκοιλος	3	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.30.2-s26367-w0	Polybius_Book9.tb.a.gz##288.0	Polybius	Pred	v3ppia---	n-p---fn-	n-s---nn-	ὑπόδειγμα	16	9	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.67-s13008-w0	Polybius_Book1.tb.a.gz##757.0	Polybius	Pred	v3siia---	v--pne---	a-s---nn-	λοιπός	6	1	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.79-s13143-w0	Polybius_Book1.tb.a.gz##892.0	Polybius	Atr	v--fnm---	p-s---ma-	a-s---ma-	ἐχθρός	33	35	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.10.1-s28682-w0	Polybius_Book10.tb.a.gz##71.0	Polybius	Pred	v3spia---	n-s---nn-	n-p---ng-	στάδιον	4	8	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.44-s12771-w0	Polybius_Book1.tb.a.gz##520.0	Polybius	Pred	v3piia---	a-p---mn-	a-p---mn-	περιχαρής	6	15	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.19.5-s26258-w0	Polybius_Book9.tb.a.gz##179.0	Polybius	Pred	v3spia---	n-s---mn-	p-s---mn-	τοιοῦτος	11	7	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.55-s12886-w0	Polybius_Book1.tb.a.gz##635.0	Polybius	Atr	v3spia---	p-s---nn-	a-s---nns	ἐπιφανής	20	22	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.60-s12937-w0	Polybius_Book1.tb.a.gz##686.0	Polybius	Atr	v3siia---	p-s---nn-	a-s---nnc	φοβερός	72	75	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.3-s12271-w0	Polybius_Book1.tb.a.gz##20.0	Polybius	Sb	v--pna---	n-p---fa-	n-p---fa-	σποράς	15	9	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.7-s26219-w0	Polybius_Book9.tb.a.gz##140.0	Polybius	Pred	v3spia---	p-s---nn-	a-s---nn-	ῥᾴδιος	4	5	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.44.1-s26516-w0	Polybius_Book9.tb.a.gz##437.0	Polybius	Pred	v3spia---	v--pna---	v-srpann-	εἰκός	17	12	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.57-s12907-w0	Polybius_Book1.tb.a.gz##656.0	Polybius	Pred	v3siia---	l-p---nn-	a-p---nn-	ἀπρόσιτος	9	15	Sb-P	subtree	#Reconstructed	0	coordination problem and gapping	2nd
a-tlg0543.tlg001-9.16.4-s26230-w0	Polybius_Book9.tb.a.gz##151.0	Polybius	Atr	v3spia---	v--anm---	a-s---nn-	δυνατός	8	6	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.17.1-s28766-w0	Polybius_Book10.tb.a.gz##155.0	Polybius	Adv	v--pna---	v-sappna-	v-sapamg-	κυριεύω	43	46	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.18.7-s28791-w0	Polybius_Book10.tb.a.gz##180.0	Polybius	Atr	v3siia---	p-s---mn-	n-s---mn-	ἀδελφός	9	11	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.9.10-s26152-w0	Polybius_Book9.tb.a.gz##73.0	Polybius	Pred	?	n-s---fn-	n-p---fa-	πόόλις	1	3	Sb-P	subtree	#Reconstructed	0	no valid sentence	2nd
a-tlg0543.tlg001-1.3-s12270-w0	Polybius_Book1.tb.a.gz##19.0	Polybius	Pred	v3spia---	p-p---nn-	a-p---nn-	συνεχής	1	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.26-s12540-w0	Polybius_Book1.tb.a.gz##289.0	Polybius	Obj	v3spia---	n-s---fn-	a-s---fn-	εὐέφοδος	7	4	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.13.2-s26192-w0	Polybius_Book9.tb.a.gz##113.0	Polybius	Atr	v3spia---	v--ana---	a-s---nn-	οἷος	49	43	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.14.9-s26209-w0	Polybius_Book9.tb.a.gz##130.0	Polybius	Pred	v3spia---	v--anm---	a-s---nn-	δυνατός	8	9	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.29.2-s28876-w0	Polybius_Book10.tb.a.gz##265.0	Polybius	Pred	v3spia---	v-sppamn-	a-s---mn-	δῆλος	12	5	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.51-s12849-w0	Polybius_Book1.tb.a.gz##598.0	Polybius	Pred	v3siia---	v--pna---	a-s---nn-	δυνατός	10	9	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.7-s26218-w0	Polybius_Book9.tb.a.gz##139.0	Polybius	Pred	?	?	a-s---nn-	δυσχερής	23	5	P-Sb	subtree	#Reconstructed	0	sbj is reconstructed (otherwise the example is good)	2nd
a-tlg0543.tlg001-9.19.6-s26260-w0	Polybius_Book9.tb.a.gz##181.0	Polybius	Sb	v--pna---	n-s---na-	a-_---___	δέκα	11	4	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.64-s12975-w0	Polybius_Book1.tb.a.gz##724.0	Polybius	Obj	v3spia---	a-s---nn-	p-s---nn-	τις	6	2	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.43.6-s26515-w0	Polybius_Book9.tb.a.gz##436.0	Polybius	Adv	v-pppang-	n-p---ng-	a-p---ng-	κατάγομος	17	13	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.4.1-s28637-w0	Polybius_Book10.tb.a.gz##26.0	Polybius	Sb	v--pna---	n-s---fa-	a-s---fas	ἐπιφανής	20	19	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.8-s26220-w0	Polybius_Book9.tb.a.gz##141.0	Polybius	Sb	v3spia---	v--pne---	a-s---nn-	ἀναγκαῖος	33	21	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.4-s12286-w0	Polybius_Book1.tb.a.gz##35.0	Polybius	Pred	v3spia---	v--ana---	a-s---nn-	ἀδύνατος	4	17	Sb-P	subtree	#Reconstructed	0	annotation error (coordinated nominals)	2nd
a-tlg0543.tlg001-9.22.3-s26276-w0	Polybius_Book9.tb.a.gz##197.0	Polybius	Pred	v3piia---	v-papamn-	p-p---mn-	οὗτος	8	16	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.10.6-s26161-w0	Polybius_Book9.tb.a.gz##82.0	Polybius	Obj	v--pna---	v--pna---	n-s---na-	παράπτωμα	12	37	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.14-s12388-w0	Polybius_Book1.tb.a.gz##137.0	Polybius	Adv	v3spia---	v--pna---	v-srpann-	ἔοικα	29	35	Sb-P	subtree	#Reconstructed	0	annotation error (coordinated nominals)	2nd
a-tlg0543.tlg001-10.3.2-s28631-w0	Polybius_Book10.tb.a.gz##20.0	Polybius	Pred	v3siia---	n-s---mn-	n-s---mn-	εἷς	5	2	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.57-s12907-w0	Polybius_Book1.tb.a.gz##656.0	Polybius	Pred	v3siia---	n-s---nn-	a-p---nn-	ἀπρόσιτος	22	15	P-Sb	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-9.22.8-s26283-w0	Polybius_Book9.tb.a.gz##204.0	Polybius	Pred	v3spia---	v--ana---	a-s---nn-	ῥᾴδιος	4	13	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.14.1-s28731-w0	Polybius_Book10.tb.a.gz##120.0	Polybius	Pred	v3piia---	l-p---mn-	a-p---mn-	περιχαρής	1	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.47-s12800-w0	Polybius_Book1.tb.a.gz##549.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	δυνατός	14	6	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.13-s12377-w0	Polybius_Book1.tb.a.gz##126.0	Polybius	Pred	v3spia---	v--ana---	n-s---nn-	ῥαίδιον	6	7	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.14-s12390-w0	Polybius_Book1.tb.a.gz##139.0	Polybius	Obj	v3spia---	v-prpenn-	a-p---nn-	ἀληθής	9	4	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.49-s12824-w0	Polybius_Book1.tb.a.gz##573.0	Polybius	Obj	v--pna---	n-s---ma-	a-s---ma-	ἀπαράσκευος	6	11	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.26.2-s26310-w0	Polybius_Book9.tb.a.gz##231.0	Polybius	Adv	?	p-s---nn-	v-srpann-	εἰκός	13	14	Sb-P	subtree	#Reconstructed	0	dubious gapping	2nd
a-tlg0543.tlg001-9.26.2-s26321-w0	Polybius_Book9.tb.a.gz##242.0	Polybius	Obj	v--pna---	n-s---fa-	a-s---fa-	διπλόος	30	27	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.24.1-s28835-w0	Polybius_Book10.tb.a.gz##224.0	Polybius	Obj	v--pna---	n-s---fa-	a-s---fa-	ἡγεμονικός	49	45	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.27.1-s28856-w0	Polybius_Book10.tb.a.gz##245.0	Polybius	Pred	v3spia---	n-s---fn-	a-s---fns	ἀξιόχρεως	4	11	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.14-s12388-w0	Polybius_Book1.tb.a.gz##137.0	Polybius	Adv	v3spia---	v--pna---	v-srpann-	ἔοικα	33	35	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.19.3-s28802-w0	Polybius_Book10.tb.a.gz##191.0	Polybius	Obj	v-sppama-	n-s---ma-	n-s---ma-	φιλογύνης	29	26	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.21-s12489-w0	Polybius_Book1.tb.a.gz##238.0	Polybius	Obj	v--pna---	n-s---ma-	v-sppema-	κομίζω	6	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.29.4-s26357-w0	Polybius_Book9.tb.a.gz##278.0	Polybius	Pred	v3siia---	p-s---nn-	a-s---nn-	φύξιμος	3	1	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.30.5-s28887-w0	Polybius_Book10.tb.a.gz##276.0	Polybius	Obj	v3siia---	v--pne---	a-s---nn-	δυνατός	22	14	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.1.1-s28612-w0	Polybius_Book10.tb.a.gz##1.0	Polybius	Adv	v-pppang-	n-p---ng-	a-p---ngc	πλείων	10	13	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.45.2-s26520-w0	Polybius_Book9.tb.a.gz##441.0	Polybius	Pred	v3spia---	a-s---nn-	n-s---mn-	Ἀρσινοΐτης	3	4	Sb-P	subtree	#Reconstructed	0	not a valid sentence	2nd
a-tlg0543.tlg001-1.15-s12403-w0	Polybius_Book1.tb.a.gz##152.0	Polybius	Pred	v3spia---	v--pna---	n-s---nn-	ἀναγκαῖον	6	2	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.56-s12893-w0	Polybius_Book1.tb.a.gz##642.0	Polybius	Pred	v3spia---	n-s---nn-	a-s---nn-	περίτομος	3	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.1.6-s28617-w0	Polybius_Book10.tb.a.gz##6.0	Polybius	Atr	v3spia---	v--pna---	a-s---nn-	ἄξιος	29	30	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.34.6-s26410-w0	Polybius_Book9.tb.a.gz##331.0	Polybius	Pred	v3ppia---	p-p---mn-	v-papamn-	παρακαλέω	2	9	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.31.3-s26377-w0	Polybius_Book9.tb.a.gz##298.0	Polybius	Pred	v3siia---	v--pna---	v-srpann-	ἔοικα	23	22	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.2.5-s28625-w0	Polybius_Book10.tb.a.gz##14.0	Polybius	Sb	v--pna---	l-s---na-	a-s---na-	ἐπαινετός	42	44	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-9.14.6-s26205-w0	Polybius_Book9.tb.a.gz##126.0	Polybius	Pred	v3spia---	l-s---nn-	a-s---nns	ἀναγκαῖος	4	1	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.3.6-s26097-w0	Polybius_Book9.tb.a.gz##18.0	Polybius	Obj	v3piia---	n-p---mn-	a-p---mn-	οἷος	7	29	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.15.4-s28745-w0	Polybius_Book10.tb.a.gz##134.0	Polybius	Obj	v--pna---	v-prpama-	d-------p	ἀξιόχρεως	6	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.26.3-s26322-w0	Polybius_Book9.tb.a.gz##243.0	Polybius	Adv	v3spia---	v--pne---	a-s---nn-	δυνατός	22	11	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.57-s12907-w0	Polybius_Book1.tb.a.gz##656.0	Polybius	Pred	v3siia---	l-p---nn-	a-s---nn-	βραχύς	9	25	Sb-P	subtree	#Reconstructed	coordination problem and gapping		2nd
a-tlg0543.tlg001-9.29.2-s26355-w0	Polybius_Book9.tb.a.gz##276.0	Polybius	Pred	v3spia---	p-s---mn-	a-s---mn-	ἀπράγμων	1	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.23-s12505-w0	Polybius_Book1.tb.a.gz##254.0	Polybius	Pred	v3siia---	p-s---mn-	v-sapamn-	ἐκκλέπτω	6	12	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.26-s12541-w0	Polybius_Book1.tb.a.gz##290.0	Polybius	Pred	v3siia---	n-s---mn-	a-s---mn-	προφανής	19	15	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.23.1-s28829-w0	Polybius_Book10.tb.a.gz##218.0	Polybius	Pred	v3piia---	p-p---fn-	n-p---fn-	κίνησις	18	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.15-s26227-w0	Polybius_Book9.tb.a.gz##148.0	Polybius	Pred	?	n-s---mn-	n-s---mn-	ὅρος	4	1	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.14.6-s26206-w0	Polybius_Book9.tb.a.gz##127.0	Polybius	Sb	v--pna---	p-p---fa-	a-p---fa-	ἴσος	8	4	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.26-s12560-w0	Polybius_Book1.tb.a.gz##309.0	Polybius	Atr	v3siia---	a-s---nn-	a-s---nn-	στερεός	37	33	P-Sb	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-10.46.8-s29088-w0	Polybius_Book10.tb.a.gz##477.0	Polybius	Pred	v3spia---	p-s---nn-	a-s---nn-	πέμπτος	1	3	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.15-s12406-w0	Polybius_Book1.tb.a.gz##155.0	Polybius	Obj	v--pna---	v--pna---	v-prpema-	ἡττάω	3	23	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.14.7-s26207-w0	Polybius_Book9.tb.a.gz##128.0	Polybius	Adv	v3spia---	v--pna---	n-s---fn-	ἀνάγκη	20	19	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.5-s12295-w0	Polybius_Book1.tb.a.gz##44.0	Polybius	Pred	v3spia---	p-s---nn-	a-s---nn-	οἷος	13	14	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.1.1-s26080-w0	Polybius_Book9.tb.a.gz##1.0	Polybius	Pred	v3ppia---	p-p---fn-	n-p---fn-	πρᾶξις	24	5	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.67-s13003-w0	Polybius_Book1.tb.a.gz##752.0	Polybius	Pred	v3siia---	n-s---nn-	n-p---mn-	Λίβυς	4	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.68-s13018-w0	Polybius_Book1.tb.a.gz##767.0	Polybius	Obj	---------	v--ana---	a-s---na-	οἷος	44	42	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.36.11-s26447-w0	Polybius_Book9.tb.a.gz##368.0	Polybius	Obj	v--pna---	v--pna---	n-s---na-	ἀναγκαῖον	8	9	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.21-s26273-w0	Polybius_Book9.tb.a.gz##194.0	Polybius	Pred	v3siia---	v--pna---	v-srpann-	ἔοικα	31	32	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.1.1-s28612-w0	Polybius_Book10.tb.a.gz##1.0	Polybius	Obj	v--pna---	n-s---fa-	a-s---fa-	ἀλίμενος	23	19	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.45-s12779-w0	Polybius_Book1.tb.a.gz##528.0	Polybius	Pred	v3siia---	n-s---mn-	a-s---mnc	λαμπρός	21	18	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.68-s13018-w0	Polybius_Book1.tb.a.gz##767.0	Polybius	Pred	v3siia---	v-sppenn-	a-s---nn-	πολύς	11	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.40.1-s28999-w0	Polybius_Book10.tb.a.gz##388.0	Polybius	Atr	v3piia---	n-p---mn-	a-p---mnc	πλείων	18	20	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-9.4.1-s26104-w0	Polybius_Book9.tb.a.gz##25.0	Polybius	Obj	v-sfpmfa-	n-s---ma-	a-s---fa-	ἀβλαβής	31	29	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.15-s12396-w0	Polybius_Book1.tb.a.gz##145.0	Polybius	Obj	v--pna---	n-p---ma-	v-prpama-	ἀποδειλιάω	9	7	P-Sb	subtree	#Reconstructed	0	annotation error	2nd
a-tlg0543.tlg001-10.45.3-s29065-w0	Polybius_Book10.tb.a.gz##454.0	Polybius	Pred	v3spia---	v--ana---	a-s---nn-	οἷος	22	20	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.45-s12778-w0	Polybius_Book1.tb.a.gz##527.0	Polybius	Pred	v3piia---	l-p---mn-	a-p---mn-	πλέως	12	16	Sb-P	subtree	#Reconstructed	0	text corrupted?	2nd
a-tlg0543.tlg001-9.15.8-s26220-w0	Polybius_Book9.tb.a.gz##141.0	Polybius	Adv	v-pppafg-	n-p---fg-	a-p---fg-	ἄνισος	6	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.39-s12720-w0	Polybius_Book1.tb.a.gz##469.0	Polybius	Pred	v3piia---	n-p---mn-	a-p---mn-	κατάφοβος	3	30	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.3.7-s28636-w0	Polybius_Book10.tb.a.gz##25.0	Polybius	Pred	v3spia---	p-s---nn-	a-s---nn-	ἴδιος	1	2	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.67-s13006-w0	Polybius_Book1.tb.a.gz##755.0	Polybius	Pred	v3siia---	v--rna---	a-s---nn-	ἀδύνατος	5	9	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.14.10-s26210-w0	Polybius_Book9.tb.a.gz##131.0	Polybius	Pred	v3spia---	v--pna---	n-s---nn-	ἁμάρτημα	4	8	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.68-s13015-w0	Polybius_Book1.tb.a.gz##764.0	Polybius	Adv	v3siia---	p-s---nn-	n-s---nn-	ὄφελος	14	15	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.20-s12465-w0	Polybius_Book1.tb.a.gz##214.0	Polybius	Obj	v--pna---	v--ana---	a-s---na-	δυνατός	50	46	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.28-s12579-w0	Polybius_Book1.tb.a.gz##328.0	Polybius	Adv	v3spsa---	a-p---nn-	a-p---nn-	παραπλήσιος	19	18	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.11.4-s28700-w0	Polybius_Book10.tb.a.gz##89.0	Polybius	Pred	v3spia---	l-s---nn-	n-s---nn-	ψεῦδος	1	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.3.9-s26100-w0	Polybius_Book9.tb.a.gz##21.0	Polybius	Adv	v3siia---	n-s---nn-	a-s---nn-	αἴτιος	19	22	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.45.5-s29067-w0	Polybius_Book10.tb.a.gz##456.0	Polybius	Pred	v3spia---	p-s---nn-	v-sppannp	συνέχω	5	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.41.6-s26493-w0	Polybius_Book9.tb.a.gz##414.0	Polybius	Pred	v3piia---	p-p---mn-	a-p---mn-	ἰσουψής	1	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.15-s12404-w0	Polybius_Book1.tb.a.gz##153.0	Polybius	Pred	v3ppia---	p-p---fn-	a-p---fn-	ἀληθής	3	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.42-s12749-w0	Polybius_Book1.tb.a.gz##498.0	Polybius	Pred	v3spia---	n-s---nn-	a-s---nn-	τρίγωνος	3	8	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.26-s12560-w0	Polybius_Book1.tb.a.gz##309.0	Polybius	Atr	v3siia---	n-s---nn-	a-s---nn-	κόιλος	24	26	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.6-s26217-w0	Polybius_Book9.tb.a.gz##138.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	ἀδύνατος	9	11	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.33.4-s26396-w0	Polybius_Book9.tb.a.gz##317.0	Polybius	Atr	v3siia---	p-s---mn-	a-s---mn-	δυνατός	32	37	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.29.1-s28875-w0	Polybius_Book10.tb.a.gz##264.0	Polybius	Adv	v3siia---	n-s---mn-	a-s---mn-	οἷος	15	12	P-Sb	subtree	εἰμί			2nd
